Paragraph_ID,Doc_ID,Country,Year,Document_Name,entity_name,ner_label,qh_category,qh_sub_category,qh_exact_category,modified_entity_name,finalized_entity_name
2,1,CAN,2022,Canada's National Quantum Strategy,The National Quantum Strategy,ORG,not an actor,not an actor,not an actor,False,The National Quantum Strategy
2,1,CAN,2022,Canada's National Quantum Strategy,NQS,ORG,not an actor,not an actor,not an actor,False,NQS
4,1,CAN,2022,Canada's National Quantum Strategy,Government of Canada,ORG,Government,Policy Makers,Government,False,Government of Canada
10,1,CAN,2022,Canada's National Quantum Strategy,National Research Council of Canada,ORG,Academia,Public Research Orgs (PROs),Research Council,False,National Research Council of Canada
10,1,CAN,2022,Canada's National Quantum Strategy,NRC,ORG,Academia,Public Research Orgs (PROs),Research Council,False,NRC
12,1,CAN,2022,Canada's National Quantum Strategy,D-Wave,ORG,Industry,Private Firms (Corporates),Technology Provider,False,D-Wave
12,1,CAN,2022,Canada's National Quantum Strategy,World Economic Forum,ORG,Civil Society,Intermediaries,Foundation; Network; Think Tank,False,World Economic Forum
12,1,CAN,2022,Canada's National Quantum Strategy,Xanadu,ORG,Industry,Start-ups,Technology Provider,False,Xanadu
18,1,CAN,2022,Canada's National Quantum Strategy,National Quantum Strategy,ORG,not an actor,not an actor,not an actor,False,National Quantum Strategy
20,1,CAN,2022,Canada's National Quantum Strategy,Commercialization  Stakeholders,ORG,not specified,not specified,not specified,False,Commercialization  Stakeholders
22,1,CAN,2022,Canada's National Quantum Strategy,Canadian IP,ORG,not an actor,not an actor,not an actor,False,Canadian IP
22,1,CAN,2022,Canada's National Quantum Strategy,Social Sciences and Humanities Research Council,ORG,Government,Funding Agencies,Funding; Research Council,False,Social Sciences and Humanities Research Council
22,1,CAN,2022,Canada's National Quantum Strategy,SSHRC,ORG,Government,Funding Agencies,Funding; Research Council,False,SSHRC
23,1,CAN,2022,Canada's National Quantum Strategy,Strategic Innovation Fund,ORG,not an actor,not an actor,not an actor,False,Strategic Innovation Fund
23,1,CAN,2022,Canada's National Quantum Strategy,SIF,ORG,not an actor,not an actor,not an actor,False,SIF
24,1,CAN,2022,Canada's National Quantum Strategy,Canada Foundation for Innovation,ORG,Government,Funding Agencies,Funding,False,Canada Foundation for Innovation
24,1,CAN,2022,Canada's National Quantum Strategy,CFI,ORG,Government,Funding Agencies,Funding,False,CFI
28,1,CAN,2022,Canada's National Quantum Strategy,Standards Council of Canada,ORG,Government,Policy Makers,Foundation; Regulatory Authority; Research Council,False,Standards Council of Canada
29,1,CAN,2022,Canada's National Quantum Strategy,Bank of Canada,ORG,Government,Policy Makers,Central Bank; Monetary Authority; Regulatory Authority,False,Bank of Canada
32,1,CAN,2022,Canada's National Quantum Strategy,Innovative Solutions Canada,ORG,not an actor,not an actor,not an actor,False,Innovative Solutions Canada
32,1,CAN,2022,Canada's National Quantum Strategy,ISC,ORG,not an actor,not an actor,not an actor,False,ISC
45,1,CAN,2022,Canada's National Quantum Strategy,Communications Security Establishment,ORG,Government,Policy Makers,Federal Security; Intelligence Authority; Regulatory Authority,False,Communications Security Establishment
45,1,CAN,2022,Canada's National Quantum Strategy,Quantum Encryption and Science Satellite,ORG,not an actor,not an actor,not an actor,False,Quantum Encryption and Science Satellite
45,1,CAN,2022,Canada's National Quantum Strategy,QEYSSat,ORG,not an actor,not an actor,not an actor,False,QEYSSat
45,1,CAN,2022,Canada's National Quantum Strategy,Secure Networks Challenge Program,ORG,not an actor,not an actor,not an actor,False,Secure Networks Challenge Program
56,1,CAN,2022,Canada's National Quantum Strategy,Department of National Defence,ORG,Government,Policy Makers,Federal Department; Ministry,False,Department of National Defence
56,1,CAN,2022,Canada's National Quantum Strategy,DND,ORG,Government,Policy Makers,Federal Department; Ministry,False,DND
56,1,CAN,2022,Canada's National Quantum Strategy,Internet of Things,ORG,not an actor,not an actor,not an actor,False,Internet of Things
67,1,CAN,2022,Canada's National Quantum Strategy,IQC,ORG,Academia,Public Research Orgs (PROs),Institute,False,IQC
67,1,CAN,2022,Canada's National Quantum Strategy,University of Waterloo,ORG,Academia,Higher Education Institutions (HEIs),University,False,University of Waterloo
67,1,CAN,2022,Canada's National Quantum Strategy,Perimeter Institute,ORG,Academia,Public Research Orgs (PROs),Institute,False,Perimeter Institute
67,1,CAN,2022,Canada's National Quantum Strategy,Canada First Research Excellence Fund,ORG,not an actor,not an actor,not an actor,False,Canada First Research Excellence Fund
67,1,CAN,2022,Canada's National Quantum Strategy,CFREF,ORG,not an actor,not an actor,not an actor,False,CFREF
67,1,CAN,2022,Canada's National Quantum Strategy,Canadian Space Agency,ORG,Government,Policy Makers,Space Agency,False,Canadian Space Agency
67,1,CAN,2022,Canada's National Quantum Strategy,Natural Sciences and Engineering Research Council of Canada,ORG,Government,Funding Agencies,Funding; Grant; Research Council,False,Natural Sciences and Engineering Research Council of Canada
67,1,CAN,2022,Canada's National Quantum Strategy,NSERC,ORG,Government,Funding Agencies,Funding; Grant; Research Council,False,NSERC
67,1,CAN,2022,Canada's National Quantum Strategy,MiQro Innovation Collaborative Center,ORG,Civil Society,Intermediaries,Cluster; Collaborative Research Center; Consortium; Hub; Innovation Hub; Network,False,MiQro Innovation Collaborative Center
67,1,CAN,2022,Canada's National Quantum Strategy,C2MI,ORG,Civil Society,Intermediaries,Cluster; Collaborative Research Center; Consortium; Innovation Hub; Network,False,C2MI
67,1,CAN,2022,Canada's National Quantum Strategy,Quantum Algorithms Institute,ORG,Civil Society,Intermediaries,Alliance; Consortium; Hub; Innovation Hub; Network,False,Quantum Algorithms Institute
67,1,CAN,2022,Canada's National Quantum Strategy,NSERC Alliance,ORG,not an actor,not an actor,Grant Program; not an actor,False,NSERC Alliance
70,1,CAN,2022,Canada's National Quantum Strategy,CSE,ORG,Government,Policy Makers,Federal Security; Intelligence Authority; Regulatory Authority,False,CSE
70,1,CAN,2022,Canada's National Quantum Strategy,Quantum Research and Development Initiative,ORG,not an actor,not an actor,not an actor,False,Quantum Research and Development Initiative
70,1,CAN,2022,Canada's National Quantum Strategy,QRDI,ORG,not an actor,not an actor,not an actor,False,QRDI
70,1,CAN,2022,Canada's National Quantum Strategy,IDEaS  Innovation for Defence Excellence and Security,ORG,not an actor,not an actor,Program; not an actor,False,IDEaS  Innovation for Defence Excellence and Security
70,1,CAN,2022,Canada's National Quantum Strategy,Canadian Armed Forces,ORG,Government,Policy Makers,Military,False,Canadian Armed Forces
71,1,CAN,2022,Canada's National Quantum Strategy,Université de Sherbrooke,ORG,Academia,Higher Education Institutions (HEIs),University,False,Université de Sherbrooke
71,1,CAN,2022,Canada's National Quantum Strategy,Institute for Quantum Computing,ORG,Academia,Public Research Orgs (PROs),Institute,False,Institute for Quantum Computing
71,1,CAN,2022,Canada's National Quantum Strategy,Institut Quantique,ORG,Academia,Public Research Orgs (PROs),Institute; Think Tank,False,Institut Quantique
71,1,CAN,2022,Canada's National Quantum Strategy,Stewart Blusson Quantum Matter Institute,ORG,Academia,Public Research Orgs (PROs),Institute,False,Stewart Blusson Quantum Matter Institute
71,1,CAN,2022,Canada's National Quantum Strategy,Mitacs,ORG,Civil Society,Intermediaries,Funding; Talent & Skills Organization; funded by the Government,False,Mitacs
71,1,CAN,2022,Canada's National Quantum Strategy,NSERC CREATE,ORG,not an actor,not an actor,Program; not an actor,False,NSERC CREATE
71,1,CAN,2022,Canada's National Quantum Strategy,Mitacs Accelerate International,ORG,not an actor,not an actor,Program; not an actor,False,Mitacs Accelerate International
72,1,CAN,2022,Canada's National Quantum Strategy,Alliance International,ORG,not an actor,not an actor,Program; not an actor,False,Alliance International
72,1,CAN,2022,Canada's National Quantum Strategy,"Immigration, Refugees and Citizenship Canada",ORG,Government,Policy Makers,Federal Department; Ministry,False,"Immigration, Refugees and Citizenship Canada"
72,1,CAN,2022,Canada's National Quantum Strategy,Global Affairs Canada,ORG,Government,Policy Makers,Federal Department; Ministry,False,Global Affairs Canada
72,1,CAN,2022,Canada's National Quantum Strategy,GAC,ORG,Government,Policy Makers,Federal Department; Ministry,False,GAC
72,1,CAN,2022,Canada's National Quantum Strategy,Budget 2022,ORG,not an actor,not an actor,Financial Plan; not an actor,False,Budget 2022
72,1,CAN,2022,Canada's National Quantum Strategy,Science and Economic Development Canada,ORG,Government,Policy Makers,Federal Department; Ministry,True,"Innovation, Science and Economic Development Canada"
72,1,CAN,2022,Canada's National Quantum Strategy,ISED,ORG,Government,Policy Makers,Federal Department; Ministry,False,ISED
72,1,CAN,2022,Canada's National Quantum Strategy,Alliance and CREATE,ORG,not an actor,not an actor,Program; not an actor,False,Alliance and CREATE
72,1,CAN,2022,Canada's National Quantum Strategy,EDI,ORG,not an actor,not an actor,Strategic Document,False,EDI
72,1,CAN,2022,Canada's National Quantum Strategy,International Summer School for Young Physicists,ORG,not an actor,not an actor,Program; not an actor,False,International Summer School for Young Physicists
72,1,CAN,2022,Canada's National Quantum Strategy,Perimeter,ORG,Academia,Public Research Orgs (PROs),Institute,False,Perimeter
72,1,CAN,2022,Canada's National Quantum Strategy,PSI,ORG,not an actor,not an actor,Program; not an actor,True,PSI Start program
73,1,CAN,2022,Canada's National Quantum Strategy,Statistics Canada,ORG,Government,Policy Makers,Federal Agency,False,Statistics Canada
73,1,CAN,2022,Canada's National Quantum Strategy,Quantum Industry Canada,ORG,Civil Society,Intermediaries,Consortium; Industry Association,False,Quantum Industry Canada
73,1,CAN,2022,Canada's National Quantum Strategy,Creative Destruction Lab,ORG,Civil Society,Intermediaries,Accelerator; Incubator,False,Creative Destruction Lab
74,1,CAN,2022,Canada's National Quantum Strategy,The Government of Canada,ORG,Government,Policy Makers,Government,False,The Government of Canada
74,1,CAN,2022,Canada's National Quantum Strategy,NRC’s Industrial Research Assistance Program,ORG,Government,Funding Agencies,Funding,False,NRC’s Industrial Research Assistance Program
74,1,CAN,2022,Canada's National Quantum Strategy,IRAP,ORG,Government,Funding Agencies,Advisory Service; SME Support,False,IRAP
74,1,CAN,2022,Canada's National Quantum Strategy,Federal Economic Development Agency for Southern Ontario,ORG,Government,Funding Agencies,Federal Agency,False,Federal Economic Development Agency for Southern Ontario
74,1,CAN,2022,Canada's National Quantum Strategy,FedDev Ontario,ORG,Government,Funding Agencies,Funding,False,FedDev Ontario
74,1,CAN,2022,Canada's National Quantum Strategy,Western Economic Diversification,ORG,Government,Funding Agencies,Federal Agency,False,Western Economic Diversification
74,1,CAN,2022,Canada's National Quantum Strategy,WD,ORG,Government,Funding Agencies,Federal Agency,False,WD
74,1,CAN,2022,Canada's National Quantum Strategy,Canada Economic Development for Quebec Regions,ORG,Government,Funding Agencies,Federal Agency,False,Canada Economic Development for Quebec Regions
74,1,CAN,2022,Canada's National Quantum Strategy,CED,ORG,Government,Funding Agencies,Federal Agency,False,CED
74,1,CAN,2022,Canada's National Quantum Strategy,Canadian International Innovation Program,ORG,not an actor,not an actor,Program; not an actor,False,Canadian International Innovation Program
74,1,CAN,2022,Canada's National Quantum Strategy,NRC IRAP,ORG,Government,Funding Agencies,Federal Agency; Funding,False,NRC IRAP
74,1,CAN,2022,Canada's National Quantum Strategy,Business Development Bank of Canada,ORG,Government,Bank,Corporate VC; Funding,False,Business Development Bank of Canada
74,1,CAN,2022,Canada's National Quantum Strategy,BDC,ORG,Government,Bank,Corporate VC; Funding,False,BDC
74,1,CAN,2022,Canada's National Quantum Strategy,Deep Tech Venture Fund,ORG,not an actor,not an actor,Financial Vehicle,False,Deep Tech Venture Fund
74,1,CAN,2022,Canada's National Quantum Strategy,Xanadu of Toronto,ORG,Industry,Start-ups,Technology Provider,True,Xanadu
74,1,CAN,2022,Canada's National Quantum Strategy,Nord Quantique,ORG,Industry,Start-ups,Technology Provider,False,Nord Quantique
74,1,CAN,2022,Canada's National Quantum Strategy,BDC Deep Tech Venture Fund,ORG,not an actor,not an actor,Financial Vehicle,False,BDC Deep Tech Venture Fund
76,1,CAN,2022,Canada's National Quantum Strategy,Regional Economic Growth through Innovation,ORG,not an actor,not an actor,Program; not an actor,True,Regional Economic Growth through Innovation program
76,1,CAN,2022,Canada's National Quantum Strategy,REGI,ORG,not an actor,not an actor,Program; not an actor,False,REGI
76,1,CAN,2022,Canada's National Quantum Strategy,PrairiesCan,ORG,Government,Funding Agencies,Federal Agency,False,PrairiesCan
76,1,CAN,2022,Canada's National Quantum Strategy,PacifiCan,ORG,Government,Funding Agencies,Federal Agency,False,PacifiCan
76,1,CAN,2022,Canada's National Quantum Strategy,Department of National Defence and Canadian Armed Forces Quantum Science and Technology,ORG,Government,Policy Makers,Federal Department; Ministry,True,Department of National Defence
76,1,CAN,2022,Canada's National Quantum Strategy,S&T,ORG,not an actor,not an actor,Strategic Document; not an actor,False,S&T
77,1,CAN,2022,Canada's National Quantum Strategy,Quantum Advisory Council,ORG,Government,Policy Makers,Advisory Service; Council,False,Quantum Advisory Council
77,1,CAN,2022,Canada's National Quantum Strategy,Council,ORG,not specified,not specified,not specified,False,Council
77,1,CAN,2022,Canada's National Quantum Strategy,Quantum Committee,ORG,not an actor,not an actor,not an actor,False,Quantum Committee
77,1,CAN,2022,Canada's National Quantum Strategy,NQS Secretariat,ORG,Government,Policy Makers,Administrative Unit,False,NQS Secretariat
78,1,CAN,2022,Canada's National Quantum Strategy,Government of Quebec,ORG,Government,Policy Makers,Federal Department; Ministry,False,Government of Quebec
78,1,CAN,2022,Canada's National Quantum Strategy,Sherbrooke Quantum Innovation Zone,ORG,Civil Society,Intermediaries,Cluster; Hub; Innovation Hub,False,Sherbrooke Quantum Innovation Zone
78,1,CAN,2022,Canada's National Quantum Strategy,Institut Quantique de Sherbrooke,ORG,Academia,Public Research Orgs (PROs),Institute,False,Institut Quantique de Sherbrooke
78,1,CAN,2022,Canada's National Quantum Strategy,IBM Quantum Hub,ORG,Industry,Private Firms (Corporates),Innovation Hub,False,IBM Quantum Hub
78,1,CAN,2022,Canada's National Quantum Strategy,IBM,ORG,Industry,Private Firms (Corporates),Technology Provider,False,IBM
78,1,CAN,2022,Canada's National Quantum Strategy,IBM Q System One,ORG,not an actor,not an actor,not an actor,False,IBM Q System One
78,1,CAN,2022,Canada's National Quantum Strategy,Anyon Systems,ORG,Industry,Start-ups,Technology Provider,False,Anyon Systems
78,1,CAN,2022,Canada's National Quantum Strategy,Government of Ontario,ORG,Government,Policy Makers,Federal Department; Ministry,False,Government of Ontario
78,1,CAN,2022,Canada's National Quantum Strategy,Perimeter Institute for Theoretical Physics,ORG,Academia,Public Research Orgs (PROs),Institute,False,Perimeter Institute for Theoretical Physics
79,1,CAN,2022,Canada's National Quantum Strategy,Government of Alberta,ORG,Government,Policy Makers,Federal Department; Ministry,False,Government of Alberta
79,1,CAN,2022,Canada's National Quantum Strategy,Alberta Technology and Innovation Strategy,ORG,not an actor,not an actor,not an actor; Strategic Document,False,Alberta Technology and Innovation Strategy
79,1,CAN,2022,Canada's National Quantum Strategy,University of Calgary,ORG,Academia,Higher Education Institutions (HEIs),University,False,University of Calgary
79,1,CAN,2022,Canada's National Quantum Strategy,University of Alberta,ORG,Academia,Higher Education Institutions (HEIs),University,False,University of Alberta
79,1,CAN,2022,Canada's National Quantum Strategy,University of Lethbridge,ORG,Academia,Higher Education Institutions (HEIs),University,False,University of Lethbridge
80,1,CAN,2022,Canada's National Quantum Strategy,Government of British Columbia,ORG,Government,Policy Makers,Federal Department; Ministry,False,Government of British Columbia
81,1,CAN,2022,Canada's National Quantum Strategy,Canadian Institute for Advanced Research  CIFAR,ORG,,,,True,Canadian Institute for Advanced Research CIFAR
81,1,CAN,2022,Canada's National Quantum Strategy,NSERC-UK Research and Innovation,ORG,Government,Funding Agencies,International Partnership,True,UK Research and Innovation (UKRI)
81,1,CAN,2022,Canada's National Quantum Strategy,UKRI,ORG,Government,Funding Agencies,International Partnership,False,UKRI
81,1,CAN,2022,Canada's National Quantum Strategy,Quantum Technologies Competition,ORG,not an actor,not an actor,Program,False,Quantum Technologies Competition
81,1,CAN,2022,Canada's National Quantum Strategy,U.S. National Science Foundation,ORG,Government,Funding Agencies,International Partnership,False,U.S. National Science Foundation
81,1,CAN,2022,Canada's National Quantum Strategy,European Commission,ORG,Government,Funding Agencies,International Partnership,False,European Commission
81,1,CAN,2022,Canada's National Quantum Strategy,Horizon Europe,ORG,not an actor,not an actor,EU; Program; not an actor,False,Horizon Europe
82,1,CAN,2022,Canada's National Quantum Strategy,National Security Guidelines for Research Partnerships,ORG,not an actor,not an actor,not an actor,False,National Security Guidelines for Research Partnerships
82,1,CAN,2022,Canada's National Quantum Strategy,National Security Review of Investments,ORG,not an actor,not an actor,not an actor,False,National Security Review of Investments
85,1,CAN,2022,Canada's National Quantum Strategy,GAC’s Trade Commissioner Service,ORG,Government,Governent Support Service,Federal Agency,False,GAC’s Trade Commissioner Service
85,1,CAN,2022,Canada's National Quantum Strategy,TCS,ORG,Government,Government Support Services,Federal Agency,False,TCS
85,1,CAN,2022,Canada's National Quantum Strategy,Invest,ORG,Government,Government Support Services,Federal Agency,True,Invest in Canada
87,1,CAN,2022,Canada's National Quantum Strategy,RESEARCH PILLAR,ORG,not specified,not specified,not specified,False,RESEARCH PILLAR
94,1,CAN,2022,Canada's National Quantum Strategy,Enhances Canada,ORG,not an actor,not an actor,not specified,False,Enhances Canada
94,1,CAN,2022,Canada's National Quantum Strategy,Canada Excellence Research Chairs Program,ORG,not an actor,not an actor,Program; not an actor,False,Canada Excellence Research Chairs Program
94,1,CAN,2022,Canada's National Quantum Strategy,CERC,ORG,not an actor,not an actor,Program; not an actor,False,CERC
95,1,CAN,2022,Canada's National Quantum Strategy,New Frontiers in Research Fund,ORG,not an actor,not an actor,Fund; not an actor,False,New Frontiers in Research Fund
95,1,CAN,2022,Canada's National Quantum Strategy,NFRF,ORG,not an actor,not an actor,Fund; not an actor,False,NFRF
98,1,CAN,2022,Canada's National Quantum Strategy,NSERC-National Science Foundation,ORG,Government,Funding Agencies,International Partnership,True,National Science Foundation
99,1,CAN,2022,Canada's National Quantum Strategy,NSF,ORG,Government,Funding Agencies,International Partnership,False,NSF
100,1,CAN,2022,Canada's National Quantum Strategy,CIIP,ORG,not an actor,not an actor,Program,False,CIIP
100,1,CAN,2022,Canada's National Quantum Strategy,Innovation for Defence Excellence and Security,ORG,not an actor,not an actor,Program; not an actor,False,Innovation for Defence Excellence and Security
100,1,CAN,2022,Canada's National Quantum Strategy,Defence Research and Development Canada,ORG,Government,Federal Research Organization,Federal Research Agency,False,Defence Research and Development Canada
100,1,CAN,2022,Canada's National Quantum Strategy,DRDC,ORG,Government,Federal Research Organization,Federal Research Agency,False,DRDC
102,1,CAN,2022,Canada's National Quantum Strategy,Innovation Fund – Canada Foundation for Innovation,ORG,Government,Funding Agencies,Funding,True,Canada Foundation for Innovation
103,1,CAN,2022,Canada's National Quantum Strategy,John R. Evans Leaders Fund,ORG,not an actor,not an actor,Fund,False,John R. Evans Leaders Fund
106,1,CAN,2022,Canada's National Quantum Strategy,TALENT PILLAR,ORG,not specified,not specified,not specified,False,TALENT PILLAR
110,1,CAN,2022,Canada's National Quantum Strategy,Canadian Experience Class,ORG,not an actor,not an actor,Program; not an actor,False,Canadian Experience Class
120,1,CAN,2022,Canada's National Quantum Strategy,PTs,ORG,Government,Policy Makers,Federal Department,False,PTs
121,1,CAN,2022,Canada's National Quantum Strategy,Global Talent Stream – Employment and Social Development Canada,ORG,Government,Policy Makers,Federal Department,True,Employment and Social Development Canada
121,1,CAN,2022,Canada's National Quantum Strategy,ESDC,ORG,Government,Policy Makers,Federal Department,False,ESDC
125,1,CAN,2022,Canada's National Quantum Strategy,Public Service Commission of Canada,ORG,Government,Government Support Services,Federal Agency,False,Public Service Commission of Canada
134,1,CAN,2022,Canada's National Quantum Strategy,Prairies Economic Development Canada,ORG,Government,Funding Agencies,Federal Agency,False,Prairies Economic Development Canada
135,1,CAN,2022,Canada's National Quantum Strategy,Pacific Economic Development Canada,ORG,Government,Funding Agencies,Federal Agency,False,Pacific Economic Development Canada
137,1,CAN,2022,Canada's National Quantum Strategy,ITB,ORG,not an actor,not an actor,Policy Framework; not an actor,False,ITB
137,1,CAN,2022,Canada's National Quantum Strategy,ITB Policy,ORG,not an actor,not an actor,Policy Framework; not an actor,False,ITB Policy
137,1,CAN,2022,Canada's National Quantum Strategy,Canadian Coast Guard,ORG,Government,Government Support Services,Federal Agency,False,Canadian Coast Guard
137,1,CAN,2022,Canada's National Quantum Strategy,Canada Trade Commissioner Service – Global Affairs Canada,ORG,Government,Policy Makers,Federal Department; Ministry,True,Global Affairs Canada
137,1,CAN,2022,Canada's National Quantum Strategy,Trade Commissioner Service,ORG,Government,Government Support Services,Federal Agency,False,Trade Commissioner Service
137,1,CAN,2022,Canada's National Quantum Strategy,RegionalBusiness Network,ORG,not an actor,not an actor,not an actor,False,RegionalBusiness Network
142,1,CAN,2022,Canada's National Quantum Strategy,Space Technology Development Program,ORG,not an actor,not an actor,Program; not an actor,False,Space Technology Development Program
142,1,CAN,2022,Canada's National Quantum Strategy,STDP,ORG,not an actor,not an actor,Program; not an actor,False,STDP
142,1,CAN,2022,Canada's National Quantum Strategy,CSA,ORG,Government,Policy Makers,Space Agency,False,CSA
143,1,CAN,2022,Canada's National Quantum Strategy,"Innovation, Science and Economic Development Canada",ORG,Government,Policy Makers,Federal Department; Ministry,False,"Innovation, Science and Economic Development Canada"
147,1,CAN,2022,Canada's National Quantum Strategy,Deep Tech Venture Fund – Business Development Bank of Canada,ORG,Government,Bank,Corporate VC; Funding,True,Business Development Bank of Canada
1,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Federal Government Nonlinear,ORG,Government,Policy Makers,Federal Department; Ministry,True,Federal Government
2,2,GER,2023,Quantum Technologies Conceptual Framework Programme,WMI,ORG,Academia,Public Research Orgs (PROs),Institute,False,WMI
2,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Janine Gückelhorn,PER,not specified,not specified,not specified,False,Janine Gückelhorn
2,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Federal Government,ORG,not specified,not specified,not specified,False,Federal Government
9,2,GER,2023,Quantum Technologies Conceptual Framework Programme,EU,ORG,Government,Policy Makers,Political Union; Supranational Organization,False,EU
11,2,GER,2023,Quantum Technologies Conceptual Framework Programme,BMBF,ORG,Government,Policy Makers,Federal Department; Ministry,False,BMBF
11,2,GER,2023,Quantum Technologies Conceptual Framework Programme,BMF,ORG,Government,Policy Makers,Federal Department; Ministry,False,BMF
