Paragraph_ID,Doc_ID,Country,Year,Document_Name,entity_name,ner_label,qh_category,qh_sub_category,qh_exact_category
136,2,GER,2023,Quantum Technologies Conceptual Framework Programme,IEC,ORG,,,
136,2,GER,2023,Quantum Technologies Conceptual Framework Programme,NISQ,ORG,,,
136,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Thunderbird,ORG,,,
136,2,GER,2023,Quantum Technologies Conceptual Framework Programme,OpenPGP,ORG,,,
136,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Internet Engineering Task Force,ORG,,,
136,2,GER,2023,Quantum Technologies Conceptual Framework Programme,IETF,ORG,,,
136,2,GER,2023,Quantum Technologies Conceptual Framework Programme,European Telecommunications Standards Institute,ORG,,,
136,2,GER,2023,Quantum Technologies Conceptual Framework Programme,ETSI,ORG,,,
136,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Physikalisch-Technische Bundesanstalt,ORG,,,
136,2,GER,2023,Quantum Technologies Conceptual Framework Programme,National Metrology Institute of Germany,ORG,,,
136,2,GER,2023,Quantum Technologies Conceptual Framework Programme,PTB,ORG,,,
136,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Schirmprojekt Quantenkommunikation Deutschland,ORG,,,
136,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Quantum Communication Germany,ORG,,,
136,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Bundesdruckerei GmbH Bundesdruckerei GmbH,ORG,,,
136,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Maurer Electronics GmbH,ORG,,,
136,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Bundesdruckerei Group,ORG,,,
136,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Bundesdruckerei GmbH,ORG,,,
136,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Bundesdruckerei,ORG,,,
136,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Federal Administration,ORG,,,
136,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Federal Ministry of Finance,ORG,,,
139,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Federal Data Atlas,ORG,,,
139,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Federal AI Competence Centre,ORG,,,
139,2,GER,2023,Quantum Technologies Conceptual Framework Programme,DB Systel,ORG,,,
139,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Bundesquantenallianz,ORG,,,
139,2,GER,2023,Quantum Technologies Conceptual Framework Programme,BQA,ORG,,,
139,2,GER,2023,Quantum Technologies Conceptual Framework Programme,BAM,ORG,,,
139,2,GER,2023,Quantum Technologies Conceptual Framework Programme,BWI GmbH BWI GmbH,ORG,,,
139,2,GER,2023,Quantum Technologies Conceptual Framework Programme,BWI,ORG,,,
139,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Deutsche Forschungsgemeinschaft e,ORG,,,
139,2,GER,2023,Quantum Technologies Conceptual Framework Programme,German Research Foundation,ORG,,,
139,2,GER,2023,Quantum Technologies Conceptual Framework Programme,DFG,ORG,,,
139,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Clusters of Excellence,ORG,,,
139,2,GER,2023,Quantum Technologies Conceptual Framework Programme,European Research Area,ORG,,,
139,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Research Training Group,ORG,,,
139,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Deutscher Wetterdienst,ORG,,,
139,2,GER,2023,Quantum Technologies Conceptual Framework Programme,German Weather Service,ORG,,,
140,2,GER,2023,Quantum Technologies Conceptual Framework Programme,DWD,ORG,,,
140,2,GER,2023,Quantum Technologies Conceptual Framework Programme,ICON,ORG,,,
140,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Max Planck Institut für Meteorology,ORG,,,
140,2,GER,2023,Quantum Technologies Conceptual Framework Programme,MPI-M,ORG,,,
140,2,GER,2023,Quantum Technologies Conceptual Framework Programme,German Climate Computing Center,ORG,,,
140,2,GER,2023,Quantum Technologies Conceptual Framework Programme,DKRZ,ORG,,,
140,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Karlsruhe Institute of Technologe,ORG,,,
140,2,GER,2023,Quantum Technologies Conceptual Framework Programme,KIT,ORG,,,
140,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Cyber Defence and Smart Data Research Institute,ORG,,,
140,2,GER,2023,Quantum Technologies Conceptual Framework Programme,FI,ORG,,,
140,2,GER,2023,Quantum Technologies Conceptual Framework Programme,University of the Bundeswehr Munich The FI CODE,ORG,,,
141,2,GER,2023,Quantum Technologies Conceptual Framework Programme,FI CODE,ORG,,,
141,2,GER,2023,Quantum Technologies Conceptual Framework Programme,IBM Q Hub,ORG,,,
141,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Fraunhofer Society for the Promotion of Applied Research,ORG,,,
141,2,GER,2023,Quantum Technologies Conceptual Framework Programme,FhG,ORG,,,
141,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Fraunhofer-Gesellschaft,ORG,,,
142,2,GER,2023,Quantum Technologies Conceptual Framework Programme,theFraunhofer-Gesellschaft,ORG,,,
146,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Deutschland GmbH,ORG,,,
150,2,GER,2023,Quantum Technologies Conceptual Framework Programme,ForschungsfabrikMikroelektronik Deutschland,ORG,,,
150,2,GER,2023,Quantum Technologies Conceptual Framework Programme,FMD,ORG,,,
151,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Helmholtz-Gemeinschaft Deutscher Forschungszentren e,ORG,,,
151,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Helmholtz Association of German Research Centres,ORG,,,
151,2,GER,2023,Quantum Technologies Conceptual Framework Programme,HGF,ORG,,,
151,2,GER,2023,Quantum Technologies Conceptual Framework Programme,The Helmholtz Centres,ORG,,,
151,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Helmholtz Quantum,ORG,,,
151,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Helmholtz Association,ORG,,,
151,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Helmholtz,ORG,,,
157,2,GER,2023,Quantum Technologies Conceptual Framework Programme,DLR Quantum Computing Initiative,ORG,,,
157,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Max-Planck-Gesellschaft zur Förderung der Wissenschaften e,ORG,,,
157,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Max Planck Society for the Advancement of Science,ORG,,,
157,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Max Planck Society,ORG,,,
157,2,GER,2023,Quantum Technologies Conceptual Framework Programme,MPG,ORG,,,
157,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Max Planck Institute,ORG,,,
157,2,GER,2023,Quantum Technologies Conceptual Framework Programme,MPI,ORG,,,
157,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Quantum Optics,ORG,,,
157,2,GER,2023,Quantum Technologies Conceptual Framework Programme,MPI for Gravitational Physics,ORG,,,
157,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Physics of Light,ORG,,,
157,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Max Planck Institutes for Solid State Research in Stuttgart,ORG,,,
157,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Multidisciplinary Natural Sciences,ORG,,,
157,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Structure and Dynamics of Matter,ORG,,,
157,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Fritz Haber Institute,ORG,,,
157,2,GER,2023,Quantum Technologies Conceptual Framework Programme,QST,ORG,,,
159,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Garching,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Max Planck Quantum Alliance,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,MPQA,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,MQV,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Bavarian Academy of Sciences and Humanities,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,BAdW,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Ludwig- Maximilians-Universität München,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,LMU,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Tech-nische Universität München,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,TUM,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Friedrich- Alexander-Universität Erlangen-Nürnberg,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,FAU,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Fraunhofer Gesellschaft,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,German Aerospace Center,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,MQV Association,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Free State of Bavaria,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Federal Ministry of Education and Research,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Quantum Technologies Stimulus Package,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Federal Ministry for Economic Affairs and Climate Action,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Centre for Quantum Computing and Quantum Technol-ogies,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,ZQQ,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Airbus,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,BMW,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Fujitsu,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Huawei,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Infineon,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Menlo Systems,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Microsoft,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,OHB,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Rohde&Schwarz,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Siemens,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Toptica Photonics,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Volkswagen,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Federal Institute of Metrology,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,QT,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Quantum Technology Competence Centre,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,QTZ,ORG,,,
164,2,GER,2023,Quantum Technologies Conceptual Framework Programme,QTcomponents,ORG,,,
168,2,GER,2023,Quantum Technologies Conceptual Framework Programme,QVLS,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Joint Technical Committee,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Wissenschaftsgemeinschaft Gottfried Wilhelm Leibniz e. V.,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Leibniz Association,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Ferdinand Braun Institute,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Leibniz Institute for Highest Frequency Technology,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,FBH,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Leibniz Institute for Solid State and Materials Research,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,IFW,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Leibniz Institute for Innovative Microelectronics,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,IHP,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Leibniz Institute for Crystal Growth,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,IKZ,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Leibniz Institute for Surface Modification,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,IOM,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Leibniz Institute for Photonic Technologies,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,IPHT,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Paul Drude Institute for Solid State Electronics,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,PDI,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Weierstrass Institute for Applied Analysis and Stochastics,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,WIAS,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Leibniz Institutes,ORG,,,
170,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Leibniz,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Research Factory Microelectronics Germany,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,QSolid,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Quantum Computers,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Solid State,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,MU-NIQC-SC,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Munich Quantum Valley Quantum Comput-er Demonstrators,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,BECCAL,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Bose-Einstein Condensate,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Cold Atom Lab,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,International Space Station,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Zentrum für Digitalisierungs,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Technologieforschung der Bundeswehr,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Centre for  Digitisation and Technology Research of the  Bundeswehr,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,German Armed Forces,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Fighting the Consequences of Covid,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,BMVg,ORG,,,
171,2,GER,2023,Quantum Technologies Conceptual Framework Programme,University of the Bundeswehr Munich,ORG,,,
172,2,GER,2023,Quantum Technologies Conceptual Framework Programme,Galileo A,ORG,,,
172,2,GER,2023,Quantum Technologies Conceptual Framework Programme,American GPS,ORG,,,
172,2,GER,2023,Quantum Technologies Conceptual Framework Programme,QKD,ORG,,,
172,2,GER,2023,Quantum Technologies Conceptual Framework Programme,TRL 5,ORG,,,
1,3,UK,2023,National Quantum Strategy,"Department for Science, Innovation and Technology",ORG,,,
1,3,UK,2023,National Quantum Strategy,DSIT,ORG,,,
2,3,UK,2023,National Quantum Strategy,Rt Hon Michelle Donelan,ORG,,,
18,3,UK,2023,National Quantum Strategy,National Science and Technology Council,ORG,,,
21,3,UK,2023,National Quantum Strategy,The UK,ORG,,,
23,3,UK,2023,National Quantum Strategy,oA,ORG,,,
30,3,UK,2023,National Quantum Strategy,"National Quantum Computing Centre,including",ORG,,,
36,3,UK,2023,National Quantum Strategy,Quantum Computing Centre,ORG,,,
37,3,UK,2023,National Quantum Strategy,International SciencePartnerships Fund,ORG,,,
40,3,UK,2023,National Quantum Strategy,Commission,ORG,,,
43,3,UK,2023,National Quantum Strategy,National Quantum Computing Centre,ORG,,,
47,3,UK,2023,National Quantum Strategy,Office for Quantum,ORG,,,
48,3,UK,2023,National Quantum Strategy,National Quantum Technologies Programme,ORG,,,
48,3,UK,2023,National Quantum Strategy,Strategic Advisory Board,ORG,,,
48,3,UK,2023,National Quantum Strategy,Peter Knight,PER,,,
48,3,UK,2023,National Quantum Strategy,Institute of Physics,ORG,,,
48,3,UK,2023,National Quantum Strategy,Institution of Engineering and Technology,ORG,,,
48,3,UK,2023,National Quantum Strategy,Royal Academy of Engineering,ORG,,,
48,3,UK,2023,National Quantum Strategy,UKQuantum,ORG,,,
49,3,UK,2023,National Quantum Strategy,Artur Ekert,PER,,,
49,3,UK,2023,National Quantum Strategy,National Quantum Technologies Programme  The UK,ORG,,,
49,3,UK,2023,National Quantum Strategy,NQTP,ORG,,,
49,3,UK,2023,National Quantum Strategy,Quantum Research Hubs,ORG,,,
49,3,UK,2023,National Quantum Strategy,theEngineering and Physical Sciences Research Council,ORG,,,
49,3,UK,2023,National Quantum Strategy,EPSRC,ORG,,,
50,3,UK,2023,National Quantum Strategy,Innovate UK,ORG,,,
51,3,UK,2023,National Quantum Strategy,NQCC,ORG,,,
51,3,UK,2023,National Quantum Strategy,UKRI,ORG,,,
52,3,UK,2023,National Quantum Strategy,Quantum Metrology Institute,ORG,,,
52,3,UK,2023,National Quantum Strategy,National Physical Laboratory,ORG,,,
52,3,UK,2023,National Quantum Strategy,NPL,ORG,,,
52,3,UK,2023,National Quantum Strategy,NQTPin,ORG,,,
54,3,UK,2023,National Quantum Strategy,Centres for Doctoral Training,ORG,,,
54,3,UK,2023,National Quantum Strategy,CDTs,ORG,,,
55,3,UK,2023,National Quantum Strategy,MoD,ORG,,,
55,3,UK,2023,National Quantum Strategy,Defence Science and TechnologyLaboratory,ORG,,,
55,3,UK,2023,National Quantum Strategy,Dstl,ORG,,,
56,3,UK,2023,National Quantum Strategy,STFC,ORG,,,
56,3,UK,2023,National Quantum Strategy,Fraunhofer Centre for Applied Photonics,ORG,,,
56,3,UK,2023,National Quantum Strategy,Universities of York,ORG,,,
